conversation_id,conversation_text,argument_objects,dropped_units
4728,"47 M: Okay but you're saying you could live with that? 48 H: Yeah 49 M: Saturday to Tuesday 50 H: Exactly Saturday to one yeah to Tuesday 51 M: Natalie uh, would you go along with that too 52 H: Uh no I'd rather the full custody 53 M: Why is it- [why don't you] want him to have any custody of the children? 54 W: [Because uh] 55 H: 'Cause she wants to hurt me 56 W: No I okay, no I'm not trying to hold this against you I'm not I don't hate you, I'm not trying to keep them away from you, uhm if we could arrange something that if you know that okay since you you're in charge of you're department if you know that you're gonna have regularly, uhm, Tuesday, Tuesday and Wednesday off or Tuesday and Sunday off see because a lot of times he'll he'll say that uhm he's gonna keep them Sunday Monday and Tuesday on that arrangement, and then he will be working on that day= [or he won't] 57 M: =Excuse me Natalie [excuse me] excuse me Natalie what, what what are you saying what is the bottom line to what you're saying 58 W: Okay= 59 M: =Be more specific with me would you please= 60 W: =I would like full custody of the children because I feel like with Robert's condition= 61 M: =okay I understand that. Before it was working out okay 62 W: No it was[n't] 63 M: [It ] wasn't [working out] [okay] 64 W: [No it wasn't] working ou[t wi]th the- where I kept them Wednesday Thursday and Friday and he kept [them- ] 65 H: [It wasn't] working out? 66 W: No because we would end up arguing and fighting and uhm","{""argument_units"": [{""reason"": ""Assertive Questioning"", ""id"": 0, ""text"": ""Saturday to Tuesday""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""Exactly Saturday to one yeah to Tuesday""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""rather the full custody""}, {""reason"": ""Pure Challenging"", ""id"": 3, ""text"": ""why don't you] want him to have any custody of the children""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""Cause she wants to hurt me""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""I'm not trying to hold this against you I'm not I""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""not trying to keep them away from you""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""I would like full custody of the children""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""Before it was working out okay""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""because we would end up arguing and fighting and uhm""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 3, ""type"": ""attack""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}]}",0
9178,"024 H: Well I tried to make an effort to see her everyday but her mother kind of kept her away (.) or (.) or I couldnt go see her or else she would say that she wasnt going to be home or she didnt want company, but Id, I would go and see her at lunch, the same as before I would always go home for lunch and we both worked the same distance and I always, came home for lunch, took her downstairs and made lunch for her? 025 W: Oh I love to comment on some of those ( ) you would come down and see Rachel without telephoning that you were coming, you were coming in during Rachels dinner time 026 H: I never stopped her from eating dinner ( )= 027 W: =Okay look its very distracting for her, when her Dads there, and shes gonna play, for her to sit down and eat her dinner. And that youre not only distracting her youre distracting the rest of the family. 028 H: But your [mother used] 029 W: [And its ver]y inappropriate for you, to show up without telephoning 030 H: But your mother used to tell her ( ) that if she didnt want to eat to get away from the table. And it was just like that. 031 W: It is just like that [shes finished] 032 H: [Alright so what is] the problem [then 033 W: [When shes finished eating shes excused from the table. ((pause)) But, lets stick with the issue which is, you were showing up (without) telephoning 034 H: If you said that= 035 W: =and also, if my mother had something to do in the evening you, according to the courts regulation youre there at her convenience. Not she there at your convenience. 036 M: So uh what are you what are you saying Constance uh, is that is this a way of saying that, that if, there can be some kind of understanding and some kind of arrangement, that uh you, that would put some kind of uh, [safeguards] [then you] would= 037 W: [Reasonable] boundaries [on him] 038 M: =you would have no objection to his [uh seeing the child.] 039 W: [( )] I dont have any objections as long as its [reasonable ] 040 M: [Alright now] what kind of of um, controls would you uh put on it what uh= 041 W: =specified hours specified days ((pause)) and a telephone call to (.) confirm","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Well I tried to make an effort to see her everyday""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""but her mother kind of kept her away""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""or (.) or I couldnt go see her""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""but Id, I would go and see her at lunch""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the same as before I would always go home for lunch""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""and we both worked the same distance""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""and I always, came home for lunch, took her downstairs and made lunch for her""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""you would come down and see Rachel without telephoning that you were coming""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""I never stopped her from eating dinner""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""Okay look its very distracting for her, when her Dads there""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""gonna play, for her to sit down and eat her dinner""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""And that youre not only distracting her youre distracting the rest of the family""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""And its ver]y inappropriate for you, to show up without telephoning""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""if she didnt want to eat to get away from the table""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""And it was just like that""}, {""reason"": ""Asserting"", ""id"": 15, ""text"": ""and also, if my mother had something to do in the evening you, according to the courts regulation youre there at her convenience. Not she there at your""}, {""reason"": ""Asserting"", ""id"": 16, ""text"": ""Reasonable] boundaries [on him""}, {""reason"": ""Asserting"", ""id"": 17, ""text"": ""I dont have any objections as long as its [reasonable""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""attack""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""attack""}, {""source_id"": 15, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 17, ""target_id"": 16, ""type"": ""support""}]}",0
4856,"George: What were recognising, to me, is that the finance project is important, with you because it demonstrates some fairly key skills and authority that you would like within the team. For Eric, because of its very importance, it may be one that he is worried about letting go. Worried about how that transition could take place. Because, as he said this morning, it is, he is so keen, it is so central. Its so easy to make mistakes and therefore to lose time and potentially to lose budgets and all that sort of stuff. To me, it would therefore seem to be a good project to look at in some detail. If one could use it in such a way that you, between the two of you, could agree the way in which that whole finance hand-over, from him to you, is going to be run. Because the other point that I heard you say about teams this morning, is that its not just the team of people within your own department, but your department interacts with every other department in the university in some way, shape or form. In the finance one, presumably, there are going to be people on the finance who will become part of the team. Viv: Yes, thats right.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the finance project is important""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""it demonstrates some fairly key skills and authority that you would like within the team""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""because of its very importance, it may be one that he is worried about letting go. Worried about how that transition could take place""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""it is so central""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""it would therefore seem to be a good project to look at in some detail""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""If one could use it in such a way that you, between the two of you, could agree the way in which that whole finance hand-over, from him to you, is going to be run""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""not just the team of people within your own department, but your department interacts with every other department in the university in some way, shape or form""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""In the finance one, presumably, there are going to be people on the finance who will become part of the team""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}]}",0
9917,"projects are important to me, because thats actually about me having autonomy to move the stuff, having people working under me, with me and at the moment, all that isnt happening and therefore, I feel undermined and, this is where its all coming from, because I feel theres no trust in my abilities. I mean, I do have a string of qualifications, you know, I have done other jobs, and I need to be able to, to be allowed to prove myself. Thats it I suppose. Mildred: You need to prove yourself. Eric: Youre saying that. Youre saying that Ive never given you any projects to do then. Viv: No, Im not running with anything at the moment.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""projects are important to me""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""actually about me having autonomy to move the stuff, having people working under me, with""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""at the moment, all that isnt happening""}, {""reason"": ""Expressing"", ""id"": 3, ""text"": ""I feel undermined""}, {""reason"": ""Expressing"", ""id"": 4, ""text"": ""I feel theres no trust in my abilities""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""I mean, I do have a string of qualifications, you know""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""I have done other jobs""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""I need to be able to, to be allowed to prove myself""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 4, ""type"": ""support""}]}",0
6012,271 P (4) I suppose so Ann if (.) if youve got boundaries that I dont know about and Ive crossed them I I I guess I have a sense of regret that (.) hhhh that you feel that way but ah= 272 M =No buts no no conditions hold it Philip right there (.) Ann (3) if (.) in the future (.) there is no physical contact no (.) lunches (.) or dinners et cetera (.) and that if theres a need for academic consultations (.) that (.) ano:ther (.) student would be participating in those consultations (.) you could benefit academically from that (.) that third mind in the room hhh (3) and given Philips regret for having what has happened (.) how comfortable are you now about being able to move on (.) with your (.) academic career 273 A Eh: thats (.) much more comfortable and (.) (crying ) that means a lot to ME (.) to have him say (.) that (.) he WAS responsible to take some responsibility in some way (.) and so that (.) I dont feel like (.) Im just the nut (.) and (.) know that (.) eh: (.) at some level he respects ME as a PERSON and my RIGHT (.) to move you know to move just in the world (.) my world (.) as best I can 274 M Mmh= 275 A = And that I do respect him as an academic a great deal and ah (2) and I dont want to lose what I have (.) but eh (.) it means A LOT to hear that 276 M Okay 277 A He I guess in his way is sorry I dont know (.) thats what I choose to hear,"{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""and (.) (crying ) that means a lot to ME""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""and so that (.) I dont feel like (.) Im just the nut""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""at some level he respects ME as a PERSON and my RIGHT (.) to move you know to move just in the world (.) my world (.) as best I can""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""And that I do respect him as an academic a great deal""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""and ah (2) and I dont want to lose what I have""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 0, ""type"": ""support""}]}",0
9861,"Kelly Tansik: I think the best way to handle this is to remember that each person has equal talking time; so, however Nancy would like to spend her talking time is fine. Remember talking to us is not an attack on you guys. Sean McNeil: No, but Ive been listening to her talk and you talk. Youve been dominating this, and when I say one or two things, I get yelled at for being interrupting. Melissa Myer: Oh no, were not yelling at you, but we are asking you to follow the rules.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I think the best way to handle this is to remember that each person has equal talking time""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""so, however Nancy would like to spend her talking time is fine""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""Remember talking to us is not an attack on you guys""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""been dominating this""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""when I say one or two things, I get yelled at for being interrupting""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Oh no, were not yelling at you, but we""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}]}",0
4725,and Im prepared to go to the limit with it because I have more RIDING on this 174 M Neither of you is going to the [limit 175 P [But there are other students who want to stay in the 217 program with me so (.) I look at this [they would all suffer 176 M [You can have (.) You can have a relationship with them (.) based on their boundaries (.) it may be DIFFERENT from the relationship you have with Ann (.) based on her boundaries (.) thats perfectly okay (.) thats perfectly okay (.) to have different boundaries in different relationships with different people (1.5) but (.) to be able to respect and understand (.) that once we cross somebody elses boundaries (.) particularly in a power position 177 P Mmh 178 M that unfortunately it makes them (.) it discombobultates them (.) in many many ways (.) and my sense here (.) is that it is a boundary issue (2) I (.) I might let me be very very clear (.) beyond (.) the touching or putting the arm 179 A Mmh 180 M Theres theres has there been any other activity 181 A Eh: no no [I just 182 P [There you go you see there isnt= 183 A =Well I think because I put a STOP to it 184 P No because well [because if it were more to it 185 A [Well I made a complaint 186 M If there were more to it that would be a very different ball game we wouldnt be discussing the boundary issue= 187 P =She thinks there might have been more thats what shes saying but theres never been anything to suggest (.) that I dont think theres any more to [this 188 M [The question for you Philip is (.) the question for you is (.) can you reconstruct your relationship with Ann/ (.) around boundaries that are different/ 189 P That depends on what those boundaries are (.) I suppose 190 M Okay,"{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""because I have more RIDING on this""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""Neither of you is going to the [limit""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""But there are other students who want to stay in the 217 program with me""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""they would all suffer""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""You can have a relationship with them (.) based on their boundaries""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""it may be DIFFERENT from the relationship you have with Ann (.) based on her boundaries""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""and my sense here (.) is that it is a boundary issue""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""There you go you see""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""Well I think because I put a STOP to it""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""made a complaint""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""If there were more to it that would be a very different ball game""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""we wouldnt be discussing the boundary issue""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""there might have been more""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""never been anything to suggest (.) that""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""I dont think theres any more to [this""}], ""relations"": [{""source_id"": 3, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 10, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 12, ""type"": ""attack""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""support""}]}",0
9111,T [Eh:: (.) Dad has a real estate agency eh:: eh:: (.) I WORK (.) there (.) Im Im one of the directors and ah:: I was on vacation and (.) eh:: while I was on vacation with a good friend (.) my father fired (.) one of our (.) the BEST people we have and:: (.) well th- the guys name is James he called me while I was (.) skiing in Austria (.) and I came home and (.) my father just doesnt want to talk about it ( ) 11 M Mmh= 12 T =And he just says well youve to accept it and thats it thats why not and:: wh- I know I dont agree with that,"{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I WORK (.) there""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""one of the directors""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""while I was on vacation with a good friend (.) my father fired (.) one of our (.) the BEST people we have""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""he called me while I was (.) skiing in Austria""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""and (.) my father just doesnt want to talk about it""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""well youve to accept it""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""I dont agree with that""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""attack""}]}",1
2188,"Eric: extit{Although I've entered into it voluntarily, I'm not reallydots I'm genuinely confused about what Viv is accusing me of.} George: extit{Okay. All right. So would you be happy just to carry on Viv, would you happy if Eric used that as a starting point for a couple of minutes to explain how he thinks and how he feels? And then you'd have the same opportunity.} Viv: extit{Yes, that's fine by me.} [dots] Viv: extit{Well. Where to start? I just feel that any suggestions I make, you're constantly questioning what I do.} Eric: extit{I don't think quite fair really, because after all, it's a new job and you're just into what's a very complex organizational process that we run here and you can't expect just to be able to come in and just start off right away. If you make a mistake or something, you know what the position's like, you have to go back to square onedots}","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I just feel that any suggestions I make, you're constantly questioning what I do""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""think quite fair really""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""because after all, it's a new job""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""and you can't expect just to be able to come in and just start off right away""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""If you make a mistake or something, you know what the position's like, you have to go back to square""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}]}",0
9231,"Im not saying that Becky doesnt have potential, because there are times when I look at her and she has that eye for detail, but part of it is shes anally retentive. Its like the ability that gives her to see the detail and to be focused on the things is also her problem because she cant get outside of the box. Were in a market that is changing. Were moving to a global system, and what I have to do is I have to deal with the changes that are going on in the manufacturing process and my competitors. The world isnt predictable, but Becky wants things to be predictable. They cant be. I have nothing against her personally. Its just that shes a total pain in the arse. Melissa Myer: A total pain in the arse? Sean McNeil: Yes. Kelly Tansik: You said attention to detail can be very helpful, so how is that helpful? What other things does Nancy bring to productivity? Sean McNeil: When shes not whining or going behind my back and trying to stir people up I mean, shall we talk about overtime? Kelly Tansik: Yes.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""not saying that Becky doesnt have potential""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""because there are times when I look at her and she has that eye for detail""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""like the ability that gives her to see the detail and to be focused on the things is also her problem""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""because she cant get outside of the box""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""in a market that is changing""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""moving to a global system""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""and what I have to do is I have to deal with the changes that are going on in the manufacturing process and my competitors""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""The world isnt predictable""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""but Becky wants things to be predictable""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""can be""}], ""relations"": [{""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}]}",0
9082,141 P [shes (.) dreaming into this all kinds of wonderful things that she thinks that dont exist at all= 142 A =Well they werent wonderful (.) just for your information (.) thats not my idea of a wonderful thing (.) having you put your big fat hand on my knee 143 P Ive never put [my hand 144 M [Okay now lets lets look at some of the things (.) that (.) that clearly should not happen we really should draw some clear (.) boundary lines (.) no physical contact 145 A Mmh 146 M Right 147 A Absolutely 148 M Does this seem right Philip 149 P Absolutely thats right John thats fine by me,"{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""dreaming into this all kinds of wonderful things that she thinks that dont exist at all""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""Well they werent wonderful (.) just for your information""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""not my idea of a wonderful thing (.) having you put your big fat hand on my knee""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""never put [my hand""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""look at some of the things (.) that (.) that clearly should not happen""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we really should draw some clear (.) boundary lines""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}]}",0
5848,"F I think now because Ive seen-, my thoughts when Alice and Alana have kind of swapped because I put my trust in Alana for a lot of things and its come back and slapped me in the face. ALICE Yeah but I dont want to be just a stand-in for- F No but thats what I mean Ive went to Alana over you and I suppose when I felt out of the loop Ive kept that going because if I felt out of the loop I could have came back and said look I feel out of the loop but now- ALICE I felt that sometimes youve played that victim card a bit too much at times, its like how much out of the loop can you be, do you know what I mean, its like youve got to make, youve got to make the moves to get yourself in there, if youre feeling out of the loop theres only so much we can do- F I felt pushed out the whole way and it feels as if now Ive proved that- M How? ALICE How? F Not from you but from (employer) because I felt for the past year or so that-, because through the transitions of becoming a team and then the relationship thing Ive felt like no matter what I do, I felt kind of as if the new team members were coming in and I dont know how to word it but like youre saying you didnt want to disrupt anything I had already done but as time went on it was as if well why are you doing it that way and its good to have people questioning that but I thought well I can see how far Ive come so this is why Ive done it, because I dont know but I felt as if I had been pushed out by (employer) because of the relationship with the team blahblah, I didnt feel as comfortable as I had been and I was kind of letting them know that I wasnt happy and I felt as if maybe it was time to move on and theyve caught that straight away and every single supervision that Ive had theyve said so have you thought any more about moving on, are you applying for another job, rather than saying right how can we make this better for you and then I felt as if- M Do you think they feel threatened by you? Or threatened by the thought of you leaving? F I think- ALICE I think it was an easy answer for them to be honest with you. F Aye they had caught on, I think maybe I said that at the right time for them, they had maybe thought right Laurens contract, the hours, budgeting, thats a good thing so they were trying to put me onto another team but at the same time Alana was saying to me listen we dont want to lose you, but now I feel as if its so when are you leaving?","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I suppose when I felt out of the loop Ive kept that going""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""if I felt out of the loop I could have came back and said look I feel out of the loop""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""I felt that sometimes youve played that victim card a bit too much at times""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""got to make the moves to get yourself in there""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""from (employer""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""through the transitions of becoming a team and then the relationship thing""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""want to disrupt anything I had already done""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""I felt as if I had been pushed out by (employer""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""the relationship with the team""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""feel as comfortable as I had been""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""I was kind of letting them know that I wasnt happy""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""I felt as if maybe it was time to move on""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""caught that straight away""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""it was an easy answer for them to be honest with you""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""they had caught on""}, {""reason"": ""Asserting"", ""id"": 15, ""text"": ""I said that at the right time for them""}, {""reason"": ""Asserting"", ""id"": 16, ""text"": ""they had maybe thought right Laurens contract, the hours, budgeting, thats a good thing""}, {""reason"": ""Asserting"", ""id"": 17, ""text"": ""they were trying to put me onto another team""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 15, ""target_id"": 14, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""support""}, {""source_id"": 16, ""target_id"": 15, ""type"": ""support""}, {""source_id"": 17, ""target_id"": 15, ""type"": ""support""}]}",0
9823,"Im not getting a chance to do it. But the atmosphere that has developed amongst the teams, between you and I, its just poisonous. I just cant get anywhere with it.[...] Eric: Youre saying that. Youre saying that Ive never given you any projects to do then. Viv: No, Im not running with anything at the moment. Im just in your shadow and the team members avoid me, well not avoid me, but, you know where I could be doing things with the rest of the team, theyre going to you and youre always too busy to talk to me. But thats maybe because the team members are always going to you. I just feel theres How can the organisation be, as a wider team, and between us, thats what Im saying about the whole situation in the office being poisonous because its Its not poisonous, its not that, but it certainly isnt productive, you know","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""it. But the atmosphere that has developed amongst the teams, between you and I, its just poisonous""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""never given you any projects to do""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""not running with anything at the moment""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""just in your shadow""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the team members avoid me""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""always too busy to talk to me""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""maybe because the team members are always going to you""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""what Im saying about the whole situation in the office being poisonous""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}]}",0
